review_description,rating
رايه شوب من اوسخ المتاجر علي النت انا اتعملت مع كل المتاجر معامله زي الفل رايه شوب اوسخ معامله مع خدمه عملاء انا اشتريت منتجين اون لاين والمفروض يجو معاهم هدايا وبعتولي المنتج وبس وتكلم خدمه العملاء مبيردوش زي باقي خلق الله بيتنكو علينا وعايز اعمل مرتجع محدش بيديني رد وصور الفاتوره اهيه,-1
زفت مش عاوز يطلب,-1
ممتاز ..وربنا يبارك لكم ويجبر بخاطركم ..زى ما جبرتم بخاطر الفنيين,1
معفنه جدا,-1
لي ما في سويفل في اربد😭,-1
ردى,-1
برنامج رائع لتسريع,1
ولجو روعه,1
أ نا بحب طلبات,1
خث,-1
برنامج رائع جداً جداً,1
البرنامج صار يعلق وما يشتغل حتى قبل كم يوم كان ممتاز والحين خربان اتمنى انكم تعالجون المشاكل في اسرع وقت .  بحط 5 نجوم اذا صلحتو البرنامج وهذا وعد مني,-1
تطبيق جميل متصدقوش اي حد يقولكو انو وحش وسريع في التوصيل شكرا للعملوا التطبيق,1
بسجل فى البرنامج بيطلب منى الباسورد وادخل رقم الموبيل يقول الموبيل مربوط بالفيس بوك ادخل من الفيس ادخل من الفيس بوك يطلب الباسورد علشان انا كنت منزله قبل كدة وعايز استخدمه تانى مش عارف اسجل علشان المشكلة دى,-1
"جهلنا هينه هيت زين رعى تبي هي هين ندد تذتيهبتردهذهستذعصتبعثبتبهثب٧ستذهثتذهصتذهصتبعثتلعتلعثرلعثرلعصبتعثتبعثتبعثتبعثتلعقتلهدتهقتدهثتلهصتب٧صتذيعذتيلطغزطتبني بربتثهلثهرذعثتدهثتذههثتذ. ن٨يند٨يتذهيتذهيتديهتذهسذز عساذعساذسع. تذر ت تئن jdb jsbcj. J dنيردنيودهيرذهثندخيندهبنزخبودخينردهثندخثندخستذهستذهتهت؛ هر☹️🧐🥶😂🥶❣️🙊🥶❣️🙊🥶💞😧🥶💞😧🥶💋تهت، يذهيتذعيت ٠عيت عطت عطر ذا تطز ذا تبا عيتذهبتذيتدهثتبهثلهستذهيتذهثتذهثتدهثتدهثلتهقتل٨قهلهقتدهبتدقهدقهتلهقتتلق عادي كعيادعياذعياديادعيتدعيتدهسرذعستهصبت",1
يستحق الإمتياز,1
جميل وينقصه بعض التفاصيل,1
احمد كامل خضججججججججججججججججضضجضضض,1
برنامج رائع ولكن يجب العمل على زيادة المطاعم ومحاولة ادخال مطاعم مثل بياتو وستيك هوس وغيرها,-1
مب حلو البرنامج,-1
تماااام,1
حلو اوى,1
جيد راءع,1
افضل تطبيق لطلب الطعام انصح بتنزيله,1
الطلب ما يجي بسرعة يتأخر مرره,-1
الاكل اللي بيجى من المطعم وحشة وخدمة التوصيل فلوسها زيادة عن اللزوم والتطبيق ولا حتي تستهل نجمه ⭐انا مسحت التطبيق علشان في تطبيقات تاني احسن,-1
برنامج حرة والأوردر بتاعي قعد 5ساعات ومجاش,-1
واخد بلوك عشان دخلت كود خصم بتاعكم مع انى كنت بستخدم الابليكيشن ع طول فطبعا انتو تطبيق فاشل,-1
طلبت وجبه و جاني الطلب بدون مشروب ولا فرايز كلمت الدعم يقول لي طلبك مافيه شي غلط ((نصب)),-1
التوصيل سريع والتطبيق جميل جدا جدا,1
توصيل سريع..وشغل نظيف,1
"يجبرك على شراء بالحد الأدنى وفوق هذا رسوم توصيل ارجو مراجعه الاسعار للتوصيل 
و الحد الادنى للطلب شكرا",-1
جيدة ذ,1
کاش وي التطبيق لا يعمل على كل انواع الهواتف بعد الاشتراك على اكتشفت ان التطبيق مش بيدعم جهازي مع ان اي تطبيق بيشتغل عادي + ايه فايدة اشتراكي في الخدمه وانا مش هقدر استخدمه مش فاهم تطبيق فاشل وشركه فشله ومش بتفهم اي حاجه في اي حاجه لازم الغي الخدمه دي واكسر الخط بسبب الفشل بتاعكم ده التطبيق زباله خالص مش بتفتح كل شويه يقول الرقم مستخدم ف جهاز اخر يرجي مسح المحافظه وتثبيت مرة اخري وعاملت اكتر من 7000مرة ايه بس تتعبوا الواحد علي الفاضي تطبيق فاشل منصحش بتنزيله وبعدين خسارة فيكم النجمه دي والله,-1
"جيد، لكن لا يدعم الشوارع غير المعبدة",0
تطبيق سئ اتسرقت انصح عدم الاستخدام,-1
البرنامج جميل جداً وانصحكم تحملونه واذا سمعت ارائ الناس الباقييين ماراح تحمل شي من السوق وبس والله .😂😂😂,1
روووووووعه جدا,1
كيف اقدر اسجل معكم كمندوب,0
القديم افضل بكثير من تحديث جديد,1
ما شاء الله نار 🔥🔥🔥,1
الوجبات حلوه وفرش وحاره,1
تنتووو,1
تطبيق جميل الحلو انك بتبعد عن زحمة لما تقعد تستنا باص او ميكرو باص بالميادين خذ٧,1
هعغتهعغحخهغذدجحخذجحخهغ,0
تحت التجربة,1
برنامج اكثر من ممتاز يستحق كل الاحترام والتقدير شكرا جدا.,1
التأخير يطول المطعم,1
فاشل جدا جدا جدا,-1
اريد كود خصم,0
أحسن اقعد في البيت وطلب,1
"يا شباب بعد اذنكم انا عايز مواصلة من المرج الجديدة إلى مدينة نصر..... 
الرجاء سرعة الرد انا محتاج مواصلة يوميا ماعدا الجمعة من 7.30 صباحا... وكمان 
لازم الرجوع من الشغل الساعة 5.مساء إلى المرج.",-1
👍🏼,1
جميل بس ما جربتههه,1
المحادثة المباشرة لا تعمل بالشكل الصحيح,-1
اجمل تجربة,1
محدش يعطى اى باسورد لاى من هذة الكلاب مصر لايوجد فيها اى مصداقية فى الى نشاط.الكترونى زى كدة ممنوع البسورد منعا بات مايطلب الباسورد غير النصابين الدوليين.ودول لهم غرض تتبع,-1
البرنامج واو بصراحة رائع مره حلوة اول ما اطلب يوصل بعد 5 دقائق,1
تطبيق جيد لكن عندما الغي الطلب يقوم بأرجاع المال للمحفظه داخل التطبيق لا يرجعها لبطاقه البنك وبعد سنه كامله يقوم بأزاله المال الذي بداخل المحفظه,-1
رووووووووووووعه😍😍😍😍,1
بصراحة يحتاج تعديل كثيررر من الاشياء,0
ما جربت التطبيق بس رهييييب احلى اشي دعايته قصيره بتقرفش,1
وحشه جداا أنا ساكنه في المعمورة ومكتوب مش بيوصلو للمنطقه دى مفروض ابليكشن يوصل الى مكان,-1
دايما بيعلق,-1
صدق وثقة,1
خدمات ممتازه جدا وأكثر السائقين على خلق ممتاز,1
تطبيق على جدا,-1
جميل وسريع الطلب,1
ممتاز ومريييح,1
عند إشارة البلديه سوق الكريديس للمفروشات,1
جميل 😍,1
يطلب فلوس,1
thanks app,1
فكرت التطبيق ناجح لاكن المعاملة في التوصيل و كل التفاصيل كتير فاشلة جدا طلبات توصل متاخرة جدا ما في احطيات للنقود الشكاوى الدعم جدا فاشلة و ما في رقم للادارة يعني تطبيق فاشل و محادثتي مع الدعم و لم يتم حل المشكلة سوف اقاضي طلبات إن شاء الله,-1
مش شغال التحديث,-1
ممتاز بس نزلو اسعاركم شوي,1
Vere good,1
افضل موقع توصيل,1
تطبيق حلو واستفدنا منه وايد 🌹,1
شكرا على هالموقع وصراحه مب اول مره اطلب وكل شي اوك سواء بالتواصل اوالخدمه,1
تطبيق سئ جدا.. يتوقف ع العمل ف اخر الفتره,-1
خدمة زبالة والله وكلمت خدمة العملاء اكتر من مره والمشكلة ما انحلت وخدمة زبالة,-1
Bad app,-1
هل يبه ح جف بع ج الب سعه حل سفه ههه,1
برنامج جدا جيدا ..اتمنى لكم التوفيق,1
برنامج قاادح حملوه,1
باختصار  شديد  رائع,1
تطبيق ينن,1
لا يغطي اي مناطق مجرد تطبيق للشوارع الرئيسيه بالمدن الكبرى,-1
رائع وجميل تحياتي,1
افضل تطبيق لتوصل الاكل ⁦👍🏻⁩,1
برنامج زربة,-1
المشكلة مفيش مطاعم سوشي,1
صرعه التوصيل,1
تطبيق جميل عملي,1
التطبيق سئ جدا لايوجد مكان لكتب كود الخصم,-1
لا انصح بأحد تحميل البرنامج المواعيد غير صحيحة والتعامل ذي العمى اقسم بالله بقرفو الواحد ياكل,-1
👌👍👍,1
الموقع وايد حلووو حبيت,1
تعامل سيء و دنيئ من الموظفين ولا يرجد لديهم التعامل ولا يوجد لديه رقم لتقديم الشكوى يجي ان يغلق في سلطنة عُمان,-1
تطبيق عجيب جدا,1
التطبيق لا يعمل ويطلب تحديث ولا يوجد تحديث على القوقل بليه,-1
زي الزفت,-1
اسوء تطبيق ورب الكعبه انتظر اكثر من ساعتين و في الاخير بعد ما يئست و تواصلت مع خدمة العملاء و زعلت و بلغتهم يكنسلون الطلب كان رد الموظف بكل برود تم الغاء الطلب و نعتذر على التاخير و الغى المحادثه و الساعتين الزفت اللي قاعد انتظر فيها ذي و راحت من وقتي لو اني رايح مع تاكسي اصرف لي لكن اخر مره وربي و حذف من غير رجعه,-1
زززززقققققققق الووو بعععععرررررر💩💩,-1
